Title,PromptURL,Description,Category,PromptTags,Updated
Study Schedule Guidance,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/study_schedule_guidance.md,"Helfen Sie mir, diszipliniert und nach Plan für die medizinische Facharztprüfung zu lernen. Ich benötige Anleitung zur Aufrechterhaltung eines strukturierten Lernplans,...",AI 4 WORK,"Strategie, Training, OKR",2025-12-24
Study Schedule Guidance,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/study_schedule_guidance.md,"Helfen Sie mir, diszipliniert und nach Plan für die medizinische Facharztprüfung zu lernen. Ich benötige Anleitung zur Aufrechterhaltung eines strukturierten Lernplans,...",AI 4 WORK,"Strategie, Training, OKR",2025-12-24
Succession Planning For Schools,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/succession_planning_for_schools.md,"Erstellen Sie einen detaillierten Nachfolgeplan für eine Schule, die von einem langjährigen, in den Ruhestand tretenden Schuldirektor zu einem neuen Nachfolger übergeht. Der...",AI 4 ENABLEMENT,"Strategie, Prozesse, Stakeholder, Training, Kids",2025-12-24
Succession Planning For Schools,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/succession_planning_for_schools.md,"Erstellen Sie einen detaillierten Nachfolgeplan für eine Schule, die von einem langjährigen, in den Ruhestand tretenden Schuldirektor zu einem neuen Nachfolger übergeht. Der...",AI 4 ENABLEMENT,"Strategie, Prozesse, Stakeholder, Training, Kids",2025-12-24
Summarize,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize.md,"Liefere eine prägnante, aber umfassende Zusammenfassung der Verfassung der Vereinigten Staaten, aufgeschlüsselt nach Artikeln. Füge für jeden Artikel Folgendes hinzu:",AI 4 WORK,Analyse,2025-12-24
Summarize,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/summarize.md,"Liefere eine prägnante, aber umfassende Zusammenfassung der Verfassung der Vereinigten Staaten, aufgeschlüsselt nach Artikeln. Füge für jeden Artikel Folgendes hinzu:",AI 4 WORK,Analyse,2025-12-24
Summarize And Extract Action Items,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize_and_extract_action_items.md,"Erstelle einen Prompt für eine Sprachaufzeichnungs-/Transkriptions-App, die die folgenden Aufgaben effektiv ausführt:",AI 4 WORK,"Decision, Script, Content, Analyse",2025-12-24
Summarize And Extract Action Items,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/summarize_and_extract_action_items.md,"Erstelle einen Prompt für eine Sprachaufzeichnungs-/Transkriptions-App, die die folgenden Aufgaben effektiv ausführt:",AI 4 WORK,"Decision, Script, Content, Analyse",2025-12-24
Summarize Meeting Notes,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize_meeting_notes.md,,AI 4 WORK,"Decision, Stakeholder, Email",2025-12-24
Summarize Meeting Notes,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/summarize_meeting_notes.md,,AI 4 WORK,"Decision, Stakeholder, Email",2025-12-24
Summarize Newsletter,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize_newsletter.md,"Erstelle einen zweiwöchentlichen Newsletter, der auf einen Kreditsachbearbeiter zugeschnitten ist, der darauf abzielt, Beziehungen zu Immobilienmaklern aufzubauen und zu...",AI 4 WORK,"Strategie, Newsletter, Email, Content",2025-12-24
Summarize Newsletter,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/summarize_newsletter.md,"Erstelle einen zweiwöchentlichen Newsletter, der auf einen Kreditsachbearbeiter zugeschnitten ist, der darauf abzielt, Beziehungen zu Immobilienmaklern aufzubauen und zu...",AI 4 WORK,"Strategie, Newsletter, Email, Content",2025-12-24
Summarize Paper,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize_paper.md,"Du bist ein ausgezeichneter Gutachter für akademische Arbeiten. Du führst eine Zusammenfassung der vollständigen Arbeit durch, die der Benutzer bereitstellt, mit folgenden...",AI 4 WORK,"Prozesse, Research",2025-12-24
Summarize Paper,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/summarize_paper.md,"Du bist ein ausgezeichneter Gutachter für akademische Arbeiten. Du führst eine Zusammenfassung der vollständigen Arbeit durch, die der Benutzer bereitstellt, mit folgenden...",AI 4 WORK,"Prozesse, Research",2025-12-24
Summarize Prompt,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize_prompt.md,"Die Anfrage enthält keine sinnvollen Informationen, um einen nützlichen ChatGPT-Prompt zu generieren. Bitte geben Sie eine detailliertere Anfrage an, damit ich einen...",AI 4 OTHER,,2025-12-24
Summarize Prompt,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_other/summarize_prompt.md,"Die Anfrage enthält keine sinnvollen Informationen, um einen nützlichen ChatGPT-Prompt zu generieren. Bitte geben Sie eine detailliertere Anfrage an, damit ich einen...",AI 4 OTHER,,2025-12-24
Summarize Study Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize_study_guide.md,"Stelle mir Klärungsfragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Content,2025-12-24
Summarize Study Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/summarize_study_guide.md,"Stelle mir Klärungsfragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Content,2025-12-24
Summarize Study Material,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/summarize_study_material.md,"Erstellen Sie detaillierte Lernnotizen zur Prüfungsvorbereitung, für Tests und zur Wiederholung. Berücksichtigen Sie die folgenden Anweisungen:",AI 4 WORK,"Strategie, Prozesse, Content",2025-12-24
Summarize Study Material,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/summarize_study_material.md,"Erstellen Sie detaillierte Lernnotizen zur Prüfungsvorbereitung, für Tests und zur Wiederholung. Berücksichtigen Sie die folgenden Anweisungen:",AI 4 WORK,"Strategie, Prozesse, Content",2025-12-24
Supported Living Policy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/Supported%20Living%20Policy.md,Erstelle eine detaillierte und umfassende Richtlinie für betreutes Wohnen im Vereinigten Königreich. Die Richtlinie sollte mit allen relevanten Vorschriften und Standards...,AI 4 WORK,"Reporting, Prozesse, Safety, Training, Content",2025-12-24
Supported Living Policy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_legal/Supported%20Living%20Policy.md,Erstelle einen detailed and comprehensive policy for supported living in the UK. The policy should be compliant with all relevant regulations and Standards. Nutze the following...,AI 4 WORK,"Reporting, Prozesse, Safety, Stakeholder, Training",2025-12-24
Supported Living Policy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/Supported%20Living%20Policy.md,Create a detailed and comprehensive policy for supported living in the UK. The policy should be compliant with all relevant regulations and standards. Use the following...,AI 4 WORK,"Reporting, Prozesse, Safety, Stakeholder, Training",2025-12-24
Supported Living Policy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/Supported%20Living%20Policy.md,Erstelle eine detaillierte und umfassende Richtlinie für betreutes Wohnen im Vereinigten Königreich. Die Richtlinie sollte mit allen relevanten Vorschriften und Standards...,AI 4 WORK,"Reporting, Prozesse, Safety, Training, Content",2025-12-24
Survey Analysis Report,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/survey_analysis_report.md,"Erstelle einen umfassenden Bericht basierend auf der Analyse einer Umfrage für AGBU Toronto, mit Fokus auf die armenische Community. Du bist der Jugendprogramm-Koordinator, und...",AI 4 WORK,"Reporting, Workshop, Content, Analyse",2025-12-24
Survey Analysis Report,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/survey_analysis_report.md,"Erstelle einen umfassenden Bericht basierend auf der Analyse einer Umfrage für AGBU Toronto, mit Fokus auf die armenische Community. Du bist der Jugendprogramm-Koordinator, und...",AI 4 WORK,"Reporting, Workshop, Content, Analyse",2025-12-24
Survey Design Framework,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/survey_design_framework.md,"Entwirf eine umfassende Umfrageforschungsstudie, die sich auf folgende Kategorien konzentriert: Gewohnheiten und Verwendung, Bewusstsein, Markenimage und Segmentierungsarbeit....",AI 4 WORK,"Strategie, Analyse, Research",2025-12-24
Survey Design Framework,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/survey_design_framework.md,"Entwirf eine umfassende Umfrageforschungsstudie, die sich auf folgende Kategorien konzentriert: Gewohnheiten und Verwendung, Bewusstsein, Markenimage und Segmentierungsarbeit....",AI 4 WORK,"Strategie, Analyse, Research",2025-12-24
Tax Preparation Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/tax_preparation_guide.md,"""Ich benötige Unterstützung bei der Vorbereitung meiner persönlichen Steuererklärung auf organisierte und effiziente Weise. Bitte hilf mir bei Folgendem:",AI 4 WORK,"Strategie, Checkliste, SOP, Prozesse, Finance",2025-12-24
Tax Preparation Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/tax_preparation_guide.md,"""Ich benötige Unterstützung bei der Vorbereitung meiner persönlichen Steuererklärung auf organisierte und effiziente Weise. Bitte hilf mir bei Folgendem:",AI 4 WORK,"Strategie, Checkliste, SOP, Prozesse, Finance",2025-12-24
Technologieauswirkungen analysieren,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_tech_impact.md,"Untersuche die Mathematik und den Code hinter KI sowie die Strategien, mit denen KI Antworten auf Prompts modelliert – jenseits reiner Predictive Analytics.",AI 4 WORK,"Strategie, Prozesse, Analyse",2025-12-24
Teenage Online Club Concept,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/teenage_online_club_concept.md,"Erstellen Sie ein Konzept für einen Online-Club, der speziell für Teenager entwickelt wurde. Der Club sollte einfach zu pflegen und für ein jugendliches Publikum ansprechend...",AI 4 WORK,,2025-12-24
Teenage Online Club Concept,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/teenage_online_club_concept.md,"Erstellen Sie ein Konzept für einen Online-Club, der speziell für Teenager entwickelt wurde. Der Club sollte einfach zu pflegen und für ein jugendliches Publikum ansprechend...",AI 4 WORK,,2025-12-24
Template Pack (AI 4 ENABLEMENT) #14,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/23_template_pack_ai_4_enablement_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 ENABLEMENT) #14,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/23_template_pack_ai_4_enablement_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 ENABLEMENT) #19,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/28_template_pack_ai_4_enablement_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 ENABLEMENT) #19,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/28_template_pack_ai_4_enablement_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 ENABLEMENT) #4,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/13_template_pack_ai_4_enablement_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 ENABLEMENT) #4,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/13_template_pack_ai_4_enablement_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 ENABLEMENT) #9,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/18_template_pack_ai_4_enablement_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 ENABLEMENT) #9,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/18_template_pack_ai_4_enablement_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 ENABLEMENT,"Template, Script, Training, Adoption, Email",2025-12-24
Template Pack (AI 4 RETAIL) #14,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail_closella/24_template_pack_ai_4_retail_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,"Template, Script, Email, Content, Retail",2025-12-23
Template Pack (AI 4 RETAIL) #19,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail_closella/29_template_pack_ai_4_retail_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,"Template, Script, Email, Content, Retail",2025-12-23
Template Pack (AI 4 RETAIL) #4,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail_closella/14_template_pack_ai_4_retail_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,"Template, Script, Email, Content, Retail",2025-12-23
Template Pack (AI 4 RETAIL) #9,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail_closella/19_template_pack_ai_4_retail_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 RETAIL,"Template, Script, Email, Content, Retail",2025-12-23
Template Pack (AI 4 WEALTH) #14,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/24_template_pack_ai_4_wealth_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WEALTH) #14,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_wealth/24_template_pack_ai_4_wealth_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WEALTH) #19,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/29_template_pack_ai_4_wealth_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WEALTH) #19,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_wealth/29_template_pack_ai_4_wealth_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WEALTH) #4,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/14_template_pack_ai_4_wealth_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WEALTH) #4,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_wealth/14_template_pack_ai_4_wealth_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WEALTH) #9,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/19_template_pack_ai_4_wealth_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WEALTH) #9,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_wealth/19_template_pack_ai_4_wealth_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WEALTH,"Wealth, Reporting, Template, Script, Finance",2025-12-24
Template Pack (AI 4 WORK) #14,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/24_template_pack_ai_4_work_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Template Pack (AI 4 WORK) #14,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/24_template_pack_ai_4_work_14.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Template Pack (AI 4 WORK) #19,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/29_template_pack_ai_4_work_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Template Pack (AI 4 WORK) #19,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/29_template_pack_ai_4_work_19.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Template Pack (AI 4 WORK) #4,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/14_template_pack_ai_4_work_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Template Pack (AI 4 WORK) #4,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/14_template_pack_ai_4_work_4.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Template Pack (AI 4 WORK) #9,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/19_template_pack_ai_4_work_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Template Pack (AI 4 WORK) #9,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/19_template_pack_ai_4_work_9.md,"Erstellt Vorlagen (Mail, Doc, Script) für einen Anwendungsfall.",AI 4 WORK,"Template, Script, SOP, Prozesse, Automation",2025-12-24
Terms And Conditions Document,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/terms_and_conditions_document.md,"Erstelle ein umfassendes Allgemeine Geschäftsbedingungen-Dokument für eine UK-basierte Website, die Ressourcen, Coaching und personalisierte Roadmap-Entwicklung anbietet,...",AI 4 WORK,"Roadmap, Content",2025-12-24
Terms And Conditions Document,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/terms_and_conditions_document.md,"Erstelle ein umfassendes Allgemeine Geschäftsbedingungen-Dokument für eine UK-basierte Website, die Ressourcen, Coaching und personalisierte Roadmap-Entwicklung anbietet,...",AI 4 WORK,"Roadmap, Content",2025-12-24
Testkonzepte analysieren,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_testing_concepts.md,"Stelle mir Klärungsfragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 OTHER,Analyse,2025-12-24
Text für eine Thesis analysieren,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_text_for_thesis.md,"Bitte überarbeite den folgenden Text in einem akademischen Stil. Achte darauf, dass er überzeugend und gut strukturiert ist, da er den einleitenden Teil eines Thesis-Exposés...",AI 4 FINANCIAL WELLBEING,"Reporting, Finance, Analyse, Research",2025-12-24
