Title,PromptURL,Description,Category,Level,PromptTags,Updated
Create Compelling Website Copy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_compelling_website_copy.md,"Erstelle überzeugende und markengerechte Texte für die Website eines Küchenrenovierungsunternehmens und stelle sicher, dass der Inhalt gut geschrieben, klar und frei von...",AI 4 RETAIL,Profi,"Content, Strategie, Retail",2025-12-24
Create Competence Cloud,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_competence_cloud.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,,2025-12-24
Create Comprehensive Article,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_comprehensive_article.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,Content,2025-12-24
Create Comprehensive Prompt,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_comprehensive_prompt.md,"Ich bin hier, um Ihnen bei Ihrer Anfrage zu helfen. Obwohl Ihre Anfrage einfach ""all"" war, werde ich einen detaillierten und umfassenden ChatGPT-Prompt erstellen, um eine...",AI 4 WORK,Profi,,2025-12-24
Create Comprehensive Unit Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_comprehensive_unit_plan.md,"Erstelle einen umfassenden Lerneinheitsplan für ein beliebiges Fach, der für Lehrkräfte konzipiert ist und detaillierte Unterrichtspläne enthält. Berücksichtige folgende...",AI 4 WORK,Experte,"Prozesse, Strategie",2025-12-24
Create Consulting Ai Chatbot,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_consulting_ai_chatbot.md,"Erstelle einen Beratungs-KI-Chatbot für VoxPR zur Unterstützung bei der KI-Agenten-Entwicklung, KI-Automatisierungsdiensten und Terminplanung. Befolge diese Richtlinien:",AI 4 WORK,Einsteiger,"Safety, Automation, Adoption, Prozesse, SOP",2025-12-24
Create Content Guidelines,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_content_guidelines.md,Erstelle Inhalte unter Verwendung KI-fokussierter Techniken mit folgenden Richtlinien:,AI 4 THOUGHT LEADERSHIP,Experte,"Content, Script",2025-12-24
Create Content Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_content_outline.md,Erstellen Sie eine Inhaltsgliederung für ein Schriftstück. Die Gliederung sollte die folgenden Komponenten enthalten:,AI 4 WORK,Profi,Content,2025-12-24
Create Content Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_content_strategy.md,Erstelle eine umfassende Content-Strategie für eine Marke. Die Strategie sollte die folgenden Komponenten beinhalten:,AI 4 THOUGHT LEADERSHIP,Experte,"Newsletter, Analyse, Content, Reporting, Strategie",2025-12-24
Create Cyber Summary,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_cyber_summary.md,Erstelle einen umfassenden Leitfaden für den Start einer Cybersicherheits-Website und Content-Erstellungsstrategie mit Fokus auf Einstiegs-Cybersicherheitsanalysten und...,AI 4 THOUGHT LEADERSHIP,Experte,"Safety, Content, LinkedIn, Strategie",2025-12-24
Create Cyberag Co Op Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cyberag_co_op_plan.md,"Erstelle einen detaillierten Plan für die Einrichtung einer gemeinnützigen Organisation, CyberAg Co-Op, in Louisiana, mit Fokus auf die Nutzung vorhandener IT-Fähigkeiten zur...",AI 4 WORK,Profi,"Safety, Training, Finance, Strategie",2025-12-24
Create Cybersecurity Audit Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_audit_guide.md,Erstellen Sie einen detaillierten Leitfaden zur Durchführung von Cybersecurity-Audits mit Schwerpunkt auf verschiedenen internationalen Frameworks. Der Leitfaden sollte die...,AI 4 WORK,Experte,"Safety, Checkliste, Content, Reporting, Prozesse",2025-12-24
Create Cybersecurity Job Description,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_job_description.md,Erstelle eine Stellenbeschreibung für eine Einstiegsposition im Bereich Cybersicherheit. Berücksichtige die folgenden Elemente und passe sie nach Bedarf an deine...,AI 4 WORK,Profi,"Safety, Reporting, Script",2025-12-24
Create Cybersecurity Pitch Deck,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_pitch_deck.md,Erstelle einen detaillierten und überzeugenden Pitch-Deck-Inhalt für ein Meeting mit einem CEO und Entscheidungsträgern im Bereich Operational Technology (OT) Cybersicherheit....,AI 4 WORK,Einsteiger,"Safety, Adoption, Analyse, Content, Decision",2025-12-24
Create Cybersecurity Resumes,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_resumes.md,"Erstelle Lebensläufe für Cybersicherheitsanalysten und Security Operations Center (SOC)-Analysten, die Recruiter und Personalverantwortliche beeindrucken und die...",AI 4 WORK,Profi,"Safety, Analyse",2025-12-24
Create Dating App Business Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_dating_app_business_plan.md,Erstelle einen detaillierten Geschäftsplan für eine neue Dating-App. Der Plan sollte die folgenden Bereiche abdecken:,AI 4 WORK,Experte,"Research, Safety, Finance, Analyse, Strategie",2025-12-24
Create Digital Product Templates,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_digital_product_templates.md,"Ich versuche, ein Geschäft mit der Erstellung digitaler Produkte zu starten und benötige einen KI-Agenten, der mich dabei unterstützt. Hier sind meine Anforderungen:",AI 4 RETAIL,Einsteiger,"Template, Strategie, Retail",2025-12-24
Create Dream Life Tiktok Story,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_dream_life_tiktok_story.md,"Erstelle einen detaillierten ChatGPT-Prompt, der die folgende Aufgabe behandelt:",AI 4 WORK,Profi,Content,2025-12-24
Create E Learning Training Manuals,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_e_learning_training_manuals.md,Erstelle umfassende Schulungshandbücher und Coaching-Protokolle für E-Learning-Kurse. Gehe auf die folgenden Komponenten im Detail ein:,AI 4 KIDS,Einsteiger,"Kids, Training, Content, Strategie",2025-12-24
Create Ebook Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_ebook_guide.md,Erstelle eine Schritt-für-Schritt-Anleitung zur Unterstützung bei der Erstellung eines E-Books. Berücksichtige die folgenden Überlegungen:,AI 4 WORK,Profi,"Email, Content",2025-12-24
Create Ebook Marketing Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/Create%20Ebook%20Marketing%20Strategy.md,"Erstelle eine umfassende Marketingstrategie zur Bewerbung von E-Books auf mehreren Online-Plattformen. Die E-Books fallen in drei Kategorien: Beziehungen, frauenfokussierte...",AI 4 THOUGHT LEADERSHIP,Experte,"Email, Content, Strategie",2025-12-24
Create Educational Activity,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_educational_activity.md,"Mir wurde die Aufgabe übertragen, einen ChatGPT-Prompt für Bildungszwecke zu erstellen. Bitte entwickle eine ansprechende Bildungsaktivität oder einen Unterrichtsplan, der in...",AI 4 KIDS,Einsteiger,Kids,2025-12-24
Create Email Template For Leaders,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_email_template_for_leaders.md,"Erstelle eine E-Mail-Vorlage zur Kommunikation mit Führungskräften, die klar, prägnant und auf die Förderung des Geschäftswachstums ausgerichtet ist:",AI 4 WORK,Profi,"Template, Email, Strategie",2025-12-24
Create Engaging Content For Kids,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/create_engaging_content_for_kids.md,"Erstelle Inhalte, die Kinder unter 10 Jahren ansprechen und bilden. Beachte die folgenden Richtlinien:",AI 4 KIDS,Einsteiger,"Safety, Kids, Content",2025-12-24
Create Engaging Instagram Reel,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_engaging_instagram_reel.md,"Erstelle einen ChatGPT-Prompt, um ein ansprechendes kurzes Reel für Instagram zu generieren, das sich auf die Bewerbung eines Online-Kurses zur Förderung der Intelligenz von...",AI 4 WORK,Einsteiger,"Kids, Training, Script",2025-12-24
Create Engaging Tiktok Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_engaging_tiktok_prompts.md,"Erstelle eine Liste effektiver, ansprechender und kreativer Prompts für TikTok-Produktvideos mit dem Ziel, Viralität zu fördern. Berücksichtige dabei folgende Elemente:",AI 4 THOUGHT LEADERSHIP,Experte,Content,2025-12-24
Create Engaging Website Content And Video Scripts For Small Business,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_engaging_website_content_and_video_scripts_for_small_business.md,"Erstelle ansprechende, informative und professionelle Website-Inhalte und Skripte für gesichtslose Videos für ein kleines Unternehmen in Neuseeland, das die folgenden...",AI 4 THOUGHT LEADERSHIP,Experte,"Training, Content, Prozesse, LinkedIn, Script",2025-12-24
Create Excel Assignment Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_excel_assignment_guide.md,"Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,"Analyse, Prozesse",2025-12-24
Create Excel Ticket Sales Form,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_excel_ticket_sales_form.md,"Erstelle eine detaillierte und umfassende Anleitung, wie man in Excel 2016 ein Formular zum Eingeben und Durchsuchen von Daten erstellt, um den Ticketverkauf für das jährliche...",AI 4 WORK,Einsteiger,Retail,2025-12-24
Create Facebook Ad Creative,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_facebook_ad_creative.md,"Erstelle ein umfassendes Facebook-Anzeigen-Creative, indem du dich auf folgende Komponenten konzentrierst:",AI 4 WORK,Profi,,2025-12-24
Create Facebook Content Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_facebook_content_ideas.md,"Ich führe ein Immobilienwartungs-/Hausmeister-Geschäft und bin mir nicht sicher, was ich auf meiner neuen Facebook-Seite posten soll oder wo ich relevanten Inhalt finden kann....",AI 4 WORK,Profi,Content,2025-12-24
Create Facebook Post,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Create%20Facebook%20Post.md,Erstelle einen Facebook-Beitrag basierend auf spezifischen Eingaben eines Nutzers. Der Beitrag sollte die Botschaft des Nutzers effektiv kommunizieren und sein Publikum...,AI 4 WORK,Einsteiger,"Adoption, Content",2025-12-24
Create Faceless Concept Prompt,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_faceless_concept_prompt.md,"Für die Anfrage ""for faceless"" erstelle einen ChatGPT-Prompt wie folgt:",AI 4 WORK,Profi,SOP,2025-12-24
Create Faceless Content Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_faceless_content_guide.md,"Erstelle einen detaillierten Leitfaden zur Erstellung von gesichtslosen Inhalten für diejenigen, die nicht vor die Kamera treten können. Der Leitfaden sollte die folgenden...",AI 4 THOUGHT LEADERSHIP,Experte,"Adoption, Content, Strategie",2025-12-24
Create Faceless Video Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_faceless_video_content.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 THOUGHT LEADERSHIP,Einsteiger,"Checkliste, Training, Finance, Content, Strategie",2025-12-24
Create Farming Business Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_farming_business_plan.md,"Erstelle einen umfassenden Geschäftsplan für den Einstieg in die Landwirtschaft in Südafrika, der darauf abzielt, Finanzierung von der Land and Agricultural Development Bank of...",AI 4 WORK,Experte,"Finance, Analyse, Strategie, Retail",2025-12-24
Create Financial Literacy Course,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_kids/Create%20Financial%20Literacy%20Course.md,"Erstelle eine umfassende Online-Kurs-Gliederung zur Finanzkompetenz für Kinder. Der Kurs sollte ansprechend, altersgerecht sein und wesentliche Finanzthemen abdecken. Bitte...",AI 4 KIDS,Einsteiger,"Kids, Training, Finance, Content, Strategie",2025-12-24
Create Flyer For Prayer Meeting,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_flyer_for_prayer_meeting.md,Erstellen Sie einen Flyer für das jährliche Gebetstreffen der America Back to God Mission. Der Flyer sollte ein patriotisches Thema vermitteln und die folgenden Elemente enthalten:,AI 4 WORK,Profi,,2025-12-24
Create Free Website Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/create_free_website_guide.md,Erstellen Sie einen detaillierten Leitfaden zur Erstellung einer kostenlosen Website. Fügen Sie die folgenden Unteraufgaben in Ihre Antwort ein:,AI 4 FREE EDUCATION,Einsteiger,"Finance, Template, Content, SOP",2025-12-24
Create Guidance,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/create_guidance.md,"Bitte beschreibe im Detail, wobei du Hilfe benötigst. Gib relevanten Kontext oder spezifische Punkte an, die du ansprechen möchtest. Hier sind einige Beispiele:",AI 4 FREE EDUCATION,Einsteiger,Safety,2025-12-24
Create Health Wellness Pitch Deck,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_health_wellness_pitch_deck.md,"Erstelle ein umfassendes Pitch Deck zur Kapitalbeschaffung für ein Gesundheits- und Wellnessunternehmen. Stelle sicher, dass das Pitch Deck die folgenden Schlüsselaspekte...",AI 4 WORK,Experte,"Adoption, Finance, Analyse, Strategie",2025-12-24
Create Hr Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_hr_prompts.md,"Erstellen Sie Prompts, die Schlüsselbereiche im Personalwesen ansprechen. Das Ziel ist es, umfassende Einblicke und Strategien für jede Subdisziplin bereitzustellen....",AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Create Humanized Responses,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_humanized_responses.md,,AI 4 WORK,Profi,,2025-12-24
Create Idea Compass,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/create_idea_compass.md,"Erstelle eine Idee, die über mehrere Kategorien hinweg angewendet werden kann, einschließlich Wirtschaft, Technologie, Hintergrund, Natur, Kultur & Religion, Industrie, soziale...",AI 4 RETAIL,Profi,Retail,2025-12-24
Create Infographic Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_infographic_content.md,"Aufgabe 1: Hinzufügen von Inline-Zitaten zu Blog-Artikeln - Ich habe bereits erstellte Blog-Artikel. - Ich habe eine Liste von Referenzen, die für die Artikel verwendet wurden....",AI 4 WORK,Profi,Content,2025-12-24
Create Instagram Bio,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_instagram_bio.md,"Erstelle eine Instagram-Bio mit maximal 150 Zeichen, verteilt auf 4 visuell saubere und lesbare Zeilen. Die Bio sollte:",AI 4 WORK,Einsteiger,,2025-12-24
Create Instagram Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_instagram_content.md,"Erstelle 30 Tage Inhalte für Instagram, zugeschnitten auf vielbeschäftigte Berufstätige, die Perimenopause/Menopause erleben, mit dem Ziel, ihre Schmerzpunkte anzusprechen und...",AI 4 WORK,Profi,Content,2025-12-24
Create Investigation Visualization,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_investigation_visualization.md,Ich habe eine Excel-Datei mit Daten zu Alter und kognitiven Funktionswerten. Ich brauche deine Hilfe bei der Erstellung der bestmöglichen Visualisierungen zur Analyse von...,AI 4 WORK,Profi,Analyse,2025-12-24
Create Investment Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/Create%20Investment%20Plan.md,"Erstelle einen Investitionsplan zum Aufbau eines diversifizierten Portfolios, das Dividendenaktien, Investitionen bei Fidelity und hochverzinsliche Sparkonten umfasst....",AI 4 WEALTH,Profi,"Finance, Analyse, Wealth, Strategie, SOP",2025-12-24
Create Investment Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/create_investment_strategy.md,"Erstellen Sie einen umfassenden Investmentstrategie-Prompt für einen Benutzer, der den S&P 500 (SPY) mit einem anfänglichen Kapital von $5.000 in seinem Robinhood-Konto...",AI 4 WEALTH,Einsteiger,"Training, Wealth, Strategie",2025-12-24
Create Job Description Senior Graphic Designer,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_job_description_senior_graphic_designer.md,Erstellen Sie eine umfassende Stellenbeschreibung für einen Senior Graphic Designer mit den folgenden Spezifikationen:,AI 4 WORK,Profi,"Strategie, Script",2025-12-24
Create Keynote,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_keynote.md,"""Ich bin ein Keynote-Speaker, der Vorträge im Finanzdienstleistungssektor zu Themen wie Empowerment, Vielfalt, die Zukunft der Arbeit und moderne Führung hält. Mein Ziel ist...",AI 4 THOUGHT LEADERSHIP,Experte,"Finance, Content, Strategie",2025-12-24
Create Kids Program Budget,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_kids_program_budget.md,Erstellen Sie ein umfassendes Budget für ein Kinderprogramm basierend auf den folgenden Details:,AI 4 WORK,Einsteiger,"Kids, Finance",2025-12-24
Create Knowledge Base For Project Management,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_knowledge_base_for_project_management.md,"Erstellen Sie eine umfassende Wissensdatenbank für einen Lernkurs zum Projektmanagement als Alternative zu teuren, traditionellen Schulungskursen. Diese Wissensdatenbank sollte...",AI 4 WORK,Experte,"Training, Automation, Finance, Content, Prozesse",2025-12-24
Create Lead Magnet,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Create%20Lead%20Magnet.md,"Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,"Checkliste, Finance, Template, Email, Content",2025-12-24
