Title,PromptURL,Description,Category,Level,PromptTags,Updated
Checklist Generator (AI 4 WEALTH) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/28_checklist_generator_ai_4_wealth_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Wealth, Reporting, Checkliste, Finance",2025-12-24
Checklist Generator (AI 4 WEALTH) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/28_checklist_generator_ai_4_wealth_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Wealth, Reporting, Checkliste, Finance",2025-12-24
Checklist Generator (AI 4 WEALTH) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/13_checklist_generator_ai_4_wealth_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Wealth, Reporting, Checkliste, Finance",2025-12-24
Checklist Generator (AI 4 WEALTH) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/13_checklist_generator_ai_4_wealth_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Wealth, Reporting, Checkliste, Finance",2025-12-24
Checklist Generator (AI 4 WEALTH) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/18_checklist_generator_ai_4_wealth_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Wealth, Reporting, Checkliste, Finance",2025-12-24
Checklist Generator (AI 4 WEALTH) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_wealth/18_checklist_generator_ai_4_wealth_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WEALTH,Einsteiger,"Wealth, Reporting, Checkliste, Finance",2025-12-24
Checklist Generator (AI 4 WORK) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/23_checklist_generator_ai_4_work_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/23_checklist_generator_ai_4_work_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/28_checklist_generator_ai_4_work_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/28_checklist_generator_ai_4_work_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/13_checklist_generator_ai_4_work_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/13_checklist_generator_ai_4_work_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/18_checklist_generator_ai_4_work_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/18_checklist_generator_ai_4_work_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Automation, Prozesse, Checkliste, SOP",2025-12-24
Chihuahua Grumpiness Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/chihuahua_grumpiness_outline.md,"Erstelle einen Story-Umriss und ein Konzept für ein illustriertes Buch mit 12 Seiten, das einen Chihuahua als Hauptfigur zeigt. Der Chihuahua verkörpert die...",AI 4 RETAIL,Profi,Retail,2025-12-24
Chihuahua Grumpiness Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/chihuahua_grumpiness_outline.md,"Erstelle einen Story-Umriss und ein Konzept für ein illustriertes Buch mit 12 Seiten, das einen Chihuahua als Hauptfigur zeigt. Der Chihuahua verkörpert die...",AI 4 RETAIL,Profi,Retail,2025-12-24
Childcare Menu Planning Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/childcare_menu_planning_guide.md,"Erstelle einen umfassenden Menüplanungsleitfaden für häusliche Tagespflegeanbieter, der den Richtlinien des Child and Adult Care Food Program (CACFP) in den Vereinigten Staaten...",AI 4 WORK,Profi,"Content, Kids",2025-12-24
Childcare Menu Planning Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/childcare_menu_planning_guide.md,"Erstelle einen umfassenden Menüplanungsleitfaden für häusliche Tagespflegeanbieter, der den Richtlinien des Child and Adult Care Food Program (CACFP) in den Vereinigten Staaten...",AI 4 WORK,Profi,"Content, Kids",2025-12-24
Client Management Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/client_management_strategy.md,"Erstelle eine Strategie für die Bewerbung auf eine Account Manager Position bei Healthbridge South Africa, mit Fokus auf Kundenmanagement für 200 Kunden. Dein Ziel ist es,...",AI 4 WORK,Profi,Strategie,2025-12-24
Client Management Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/client_management_strategy.md,"Erstelle eine Strategie für die Bewerbung auf eine Account Manager Position bei Healthbridge South Africa, mit Fokus auf Kundenmanagement für 200 Kunden. Dein Ziel ist es,...",AI 4 WORK,Profi,Strategie,2025-12-24
Closet Audit,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail_closella/10_closet_audit.md,Räumt deinen Kleiderschrank strategisch auf (ohne radikal).,AI 4 RETAIL,Experte,"Retail, Finance, Strategie",2025-12-23
Coaching Business Setup Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/coaching_business_setup_guide.md,Ich starte ein Coaching-Geschäft und benötige umfassende Anleitung zur effizienten Einrichtung. Bitte biete detaillierte Einblicke und Best Practices zu den folgenden Aspekten:,AI 4 WORK,Experte,"Automation, Prozesse, Template, Strategie",2025-12-24
Coaching Business Setup Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/coaching_business_setup_guide.md,Ich starte ein Coaching-Geschäft und benötige umfassende Anleitung zur effizienten Einrichtung. Bitte biete detaillierte Einblicke und Best Practices zu den folgenden Aspekten:,AI 4 WORK,Experte,"Automation, Prozesse, Template, Strategie",2025-12-24
Coding Master,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/coding_master.md,"Erstelle ein vollständig formatiertes, veröffentlichungsfertiges E-Book zum Erlernen von Python. Das E-Book sollte mit 10-15 Kapiteln strukturiert sein, die jeweils...",AI 4 WORK,Experte,"Content, Adoption",2025-12-24
Coding Master,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/coding_master.md,"Erstelle ein vollständig formatiertes, veröffentlichungsfertiges E-Book zum Erlernen von Python. Das E-Book sollte mit 10-15 Kapiteln strukturiert sein, die jeweils...",AI 4 WORK,Experte,"Content, Adoption",2025-12-24
Cognitive Health Promotion,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/cognitive_health_promotion.md,"Erstelle einen umfassenden Artikel zur Förderung der kognitiven Gesundheitsangebote eines Unternehmens. Befolge diese Richtlinien, um alle Komponenten effektiv anzusprechen:",AI 4 RETAIL,Profi,"Content, Retail, Research, Finance",2025-12-24
Cognitive Health Promotion,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_retail/cognitive_health_promotion.md,"Erstelle einen umfassenden Artikel zur Förderung der kognitiven Gesundheitsangebote eines Unternehmens. Befolge diese Richtlinien, um alle Komponenten effektiv anzusprechen:",AI 4 RETAIL,Profi,"Content, Retail, Research, Finance",2025-12-24
Collecting Chatgpt Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/collecting_chatgpt_prompts.md,"Erstelle einen detaillierten Leitfaden, wie man ChatGPT-Prompts in ein Dokument herunterlädt, das gespeichert werden kann. Berücksichtige die folgenden Elemente in deiner Antwort:",AI 4 WORK,Einsteiger,"Automation, Prozesse",2025-12-24
Collecting Chatgpt Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/collecting_chatgpt_prompts.md,"Erstelle einen detaillierten Leitfaden, wie man ChatGPT-Prompts in ein Dokument herunterlädt, das gespeichert werden kann. Berücksichtige die folgenden Elemente in deiner Antwort:",AI 4 WORK,Einsteiger,"Automation, Prozesse",2025-12-24
Coloring Book Business Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/coloring_book_business_ideas.md,"Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Einsteiger,,2025-12-24
Coloring Book Business Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/coloring_book_business_ideas.md,"Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Einsteiger,,2025-12-24
Combine Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/combine_prompts.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,,2025-12-24
Combine Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/combine_prompts.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,,2025-12-24
Comic Book Writing Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/Comic%20Book%20Writing%20Guide.md,Erstelle einen detaillierten und altersgerechten Leitfaden zum Schreiben eines Comics über Ausdauer. Der Leitfaden sollte als Lernressource strukturiert sein und die folgenden...,AI 4 FREE EDUCATION,Einsteiger,,2025-12-24
Comic Book Writing Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/Comic%20Book%20Writing%20Guide.md,Create a detailed and age-appropriate guide for writing a comic book about perseverance. The guide should be structured as an instructional resource and include the following...,AI 4 FREE EDUCATION,Einsteiger,,2025-12-24
Comic Book Writing Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_free_education/Comic%20Book%20Writing%20Guide.md,Erstelle einen detaillierten und altersgerechten Leitfaden zum Schreiben eines Comics über Ausdauer. Der Leitfaden sollte als Lernressource strukturiert sein und die folgenden...,AI 4 FREE EDUCATION,Einsteiger,,2025-12-24
Community Association Constitution,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/community_association_constitution.md,"Erstelle eine umfassende Satzung für eine Gemeinschaftsvereinigung, indem du die folgenden Elemente behandelst:",AI 4 WORK,Profi,"Prozesse, Decision, Wealth, Reporting, Finance",2025-12-24
Community Association Constitution,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/community_association_constitution.md,"Erstelle eine umfassende Satzung für eine Gemeinschaftsvereinigung, indem du die folgenden Elemente behandelst:",AI 4 WORK,Profi,"Prozesse, Decision, Wealth, Reporting, Finance",2025-12-24
Compose Email For School Inquiry,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/compose_email_for_school_inquiry.md,"Verfassen Sie eine professionelle und gut formulierte E-Mail an den Director of Communications einer Immobilienentwicklungsgesellschaft, die ein großes Revitalisierungsprojekt...",AI 4 WORK,Profi,"Email, Kids",2025-12-24
Compose Email For School Inquiry,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/compose_email_for_school_inquiry.md,"Verfassen Sie eine professionelle und gut formulierte E-Mail an den Director of Communications einer Immobilienentwicklungsgesellschaft, die ein großes Revitalisierungsprojekt...",AI 4 WORK,Profi,"Email, Kids",2025-12-24
Comprehensive Business Plan Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/comprehensive_business_plan_guide.md,Erstelle einen detaillierten Leitfaden zur Entwicklung eines umfassenden Businessplans. Deine Antwort sollte die folgenden Schlüsselkomponenten abdecken:,AI 4 WORK,Experte,"Prozesse, Retail, Research, Analyse, Finance",2025-12-24
Comprehensive Business Plan Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/comprehensive_business_plan_guide.md,Erstelle einen detaillierten Leitfaden zur Entwicklung eines umfassenden Businessplans. Deine Antwort sollte die folgenden Schlüsselkomponenten abdecken:,AI 4 WORK,Experte,"Prozesse, Retail, Research, Analyse, Finance",2025-12-24
Comprehensive Guide On Prompt Engineering,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/comprehensive_guide_on_prompt_engineering.md,"Entwickeln Sie einen umfassenden Leitfaden, um ein erfolgreicher Prompt Engineer zu werden. Unterteilen Sie den Prozess in klare und umsetzbare Schritte. Decken Sie die...",AI 4 WORK,Experte,"Training, Prozesse",2025-12-24
Comprehensive Guide On Prompt Engineering,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/comprehensive_guide_on_prompt_engineering.md,"Entwickeln Sie einen umfassenden Leitfaden, um ein erfolgreicher Prompt Engineer zu werden. Unterteilen Sie den Prozess in klare und umsetzbare Schritte. Decken Sie die...",AI 4 WORK,Experte,"Training, Prozesse",2025-12-24
Comprehensive Guide Program Management Healthcare,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/comprehensive_guide_program_management_healthcare.md,"Erstelle einen umfassenden Leitfaden zur Behandlung von Programmmanagement und Versorgungsintegration in der Gesundheitsbranche, mit speziellem Fokus auf die folgenden Aspekte:",AI 4 WORK,Experte,"Prozesse, Decision, Analyse, Stakeholder, Strategie",2025-12-24
Comprehensive Guide Program Management Healthcare,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/comprehensive_guide_program_management_healthcare.md,"Erstelle einen umfassenden Leitfaden zur Behandlung von Programmmanagement und Versorgungsintegration in der Gesundheitsbranche, mit speziellem Fokus auf die folgenden Aspekte:",AI 4 WORK,Experte,"Prozesse, Decision, Analyse, Stakeholder, Strategie",2025-12-24
Conduct Feasibility Study Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/conduct_feasibility_study_prompts.md,"Du hilfst beim Schreiben eines Abschnitts eines Buches über die Durchführung einer Machbarkeitsstudie in der verarbeitenden Industrie, mit speziellem Fokus auf die...",AI 4 WORK,Profi,"Prozesse, Content, Analyse, Finance, Strategie",2025-12-24
Conduct Feasibility Study Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/conduct_feasibility_study_prompts.md,"Du hilfst beim Schreiben eines Abschnitts eines Buches über die Durchführung einer Machbarkeitsstudie in der verarbeitenden Industrie, mit speziellem Fokus auf die...",AI 4 WORK,Profi,"Prozesse, Content, Analyse, Finance, Strategie",2025-12-24
Conduct Online Dialogues,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/conduct_online_dialogues.md,Erstelle ein umfassendes Konzeptpapier für die Durchführung von Online-Dialogen. Deine Ausgabe sollte folgende Komponenten umfassen:,AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Conduct Online Dialogues,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/conduct_online_dialogues.md,Erstelle ein umfassendes Konzeptpapier für die Durchführung von Online-Dialogen. Deine Ausgabe sollte folgende Komponenten umfassen:,AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Connect Chapters Cohesively,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/Connect%20Chapters%20Cohesively.md,"Erstelle eine Liste von Schreibanregungen für Sachbücher, die sich darauf konzentrieren, verschiedene Kapitel in einem Selbsthilfebuch kohäsiv zu verbinden. Das Ziel ist es,...",AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Connect Chapters Cohesively,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/en/Connect%20Chapters%20Cohesively.md,Create a list of non-fiction writing prompts that focus on connecting different chapters cohesively in a self-help book. The aim is to ensure the book feels like a unified...,AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Connect Chapters Cohesively,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/Connect%20Chapters%20Cohesively.md,Erstelle einen list of non-fiction writing prompts that focus on connecting different chapters cohesively in a self-help book. The aim is to ensure the book feels like a...,AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Connect Chapters Cohesively,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Connect%20Chapters%20Cohesively.md,"Erstelle eine Liste von Schreibanregungen für Sachbücher, die sich darauf konzentrieren, verschiedene Kapitel in einem Selbsthilfebuch kohäsiv zu verbinden. Das Ziel ist es,...",AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Conservation Project Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/conservation_project_analysis.md,"Analysieren Sie den folgenden Projektbericht zum Conservation, Community and Biodiversity (CCB) Projekt und geben Sie eine detaillierte Zusammenfassung und Bewertung....",AI 4 WORK,Profi,"Content, Reporting, Analyse, Strategie",2025-12-24
Conservation Project Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/conservation_project_analysis.md,"Analysieren Sie den folgenden Projektbericht zum Conservation, Community and Biodiversity (CCB) Projekt und geben Sie eine detaillierte Zusammenfassung und Bewertung....",AI 4 WORK,Profi,"Content, Reporting, Analyse, Strategie",2025-12-24
Consolidate Educational Materials,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/consolidate_educational_materials.md,Klar! Hier ist der hochwertige ChatGPT-Prompt:,AI 4 WORK,Profi,"Prozesse, Analyse, Strategie",2025-12-24
Consolidate Educational Materials,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/consolidate_educational_materials.md,Klar! Hier ist der hochwertige ChatGPT-Prompt:,AI 4 WORK,Profi,"Prozesse, Analyse, Strategie",2025-12-24
Content Creation Checklist,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/content_creation_checklist.md,"Erstelle eine detaillierte Checkliste für den Aufbau eines Content-Erstellungs- und Monetarisierungsgeschäfts als Influencer auf TikTok und Instagram, mit Fokus auf luxuriöse...",AI 4 THOUGHT LEADERSHIP,Experte,"Content, Checkliste, Retail, Analyse, Strategie",2025-12-24
Content Creation Checklist,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/content_creation_checklist.md,"Erstelle eine detaillierte Checkliste für den Aufbau eines Content-Erstellungs- und Monetarisierungsgeschäfts als Influencer auf TikTok und Instagram, mit Fokus auf luxuriöse...",AI 4 THOUGHT LEADERSHIP,Experte,"Content, Checkliste, Retail, Analyse, Strategie",2025-12-24
Content Creation Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/content_creation_guide.md,"Erstelle einen umfassenden Leitfaden zur Content-Erstellung, der die folgenden Aspekte abdeckt:",AI 4 THOUGHT LEADERSHIP,Experte,"Prozesse, Content, Reporting, Analyse, Strategie",2025-12-24
Content Creation Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/content_creation_guide.md,"Erstelle einen umfassenden Leitfaden zur Content-Erstellung, der die folgenden Aspekte abdeckt:",AI 4 THOUGHT LEADERSHIP,Experte,"Prozesse, Content, Reporting, Analyse, Strategie",2025-12-24
CONTEXT,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/create_youtube_video_script.md,Leite das Thema aus den bereitgestellten Quellen ab.,AI 4 THOUGHT LEADERSHIP,Experte,"Content, Script, Strategie",2025-12-24
CONTEXT,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_thought_leadership/create_youtube_video_script.md,Leite das Thema aus den bereitgestellten Quellen ab.,AI 4 THOUGHT LEADERSHIP,Experte,"Content, Script, Strategie",2025-12-24
Contracts Plain Language Review,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/contracts_plain_language_review.md,Schreibe die folgenden Unterhaltungsvertragsklauseln für Künstler und Kreative in einfaches Englisch um. Hebe alle Problembereiche innerhalb der Klauseln hervor und biete...,AI 4 WORK,Einsteiger,,2025-12-24
Contracts Plain Language Review,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/contracts_plain_language_review.md,Schreibe die folgenden Unterhaltungsvertragsklauseln für Künstler und Kreative in einfaches Englisch um. Hebe alle Problembereiche innerhalb der Klauseln hervor und biete...,AI 4 WORK,Einsteiger,,2025-12-24
